strategy,ts_iso,ticker,sport,side,entry,contracts,pnl_usd,won,edge_pp,reason
Pure Value,2025-03-21T04:49:55.986Z,KXPOTUSTWEETS-25MAR21-21.0,Other,yes,0.1300,1,0.8600,1,7.009989708404804,"Pure value: 7.0pp edge, 50% confidence"
Pure Value,2025-03-24T05:23:05.326Z,KXHIGHLAX-25MAR24-T71,Other,yes,0.1300,1,0.8600,1,7.584143540669857,"Pure value: 7.6pp edge, 49% confidence"
Pure Value,2025-03-24T22:31:28.871Z,KXRAINNYCM-25MAR-5,Other,yes,0.1300,1,0.8600,1,6.891130513051305,"Pure value: 6.9pp edge, 44% confidence"
Pure Value,2025-03-25T23:34:20.191Z,KXAPPRANKFREE-25MAR26-TLI,Other,yes,0.1300,1,0.8600,1,6.286121212121215,"Pure value: 6.3pp edge, 54% confidence"
Pure Value,2025-03-29T17:26:27.874Z,KXBTCD-25MAR2914-T82249.99,Crypto,yes,0.1300,1,0.8600,1,7.219128397375821,"Pure value: 7.2pp edge, 45% confidence"
Pure Value,2025-03-29T20:13:21.532Z,KXRTWARFARE-92,Other,no,0.8600,1,-0.8600,0,6.078415584415583,"Pure value: 6.1pp edge, 46% confidence"
Pure Value,2025-03-30T12:00:31.229Z,KXHIGHCHI-25MAR30-T75,Other,no,0.8600,1,-0.8600,0,10.999999999999998,"Pure value: 11.0pp edge, 45% confidence"
Pure Value,2025-03-31T06:43:58.568Z,KXHIGHNY-25MAR31-B73.5,Other,no,0.8600,1,-0.8600,0,7.688236254763199,"Pure value: 7.7pp edge, 41% confidence"
Pure Value,2025-03-01T06:55:33.461Z,KXBTC-25MAR0117-B86000,Crypto,yes,0.1400,1,0.8500,1,7.822825828377231,"Pure value: 7.8pp edge, 46% confidence"
Pure Value,2025-03-02T15:18:20.078Z,KXHIGHLAX-25MAR02-T62,Other,yes,0.1400,1,0.8500,1,6.202728263562049,"Pure value: 6.2pp edge, 44% confidence"
Pure Value,2025-03-02T19:22:13.910Z,KXHIGHNY-25MAR02-B33.5,Other,yes,0.1400,1,0.8500,1,6.5446926406926345,"Pure value: 6.5pp edge, 48% confidence"
Pure Value,2025-03-03T20:14:28.354Z,KXWHVISIT-25-DW,Other,yes,0.1400,1,0.8500,1,7.565454545454547,"Pure value: 7.6pp edge, 45% confidence"
Pure Value,2025-03-04T14:08:50.861Z,KXHIGHCHI-25MAR04-B49.5,Other,no,0.8500,1,-0.8500,0,7.148129032258062,"Pure value: 7.1pp edge, 43% confidence"
Pure Value,2025-03-04T17:29:14.292Z,KXBTCD-25MAR0413-T85249.99,Crypto,no,0.8500,1,-0.8500,0,7.100393606393607,"Pure value: 7.1pp edge, 43% confidence"
Pure Value,2025-03-06T01:30:02.268Z,KXETH-25MAR0521-B2240,Crypto,no,0.1400,1,0.8500,1,8.468153110047849,"Pure value: 8.5pp edge, 54% confidence"
Pure Value,2025-03-07T06:37:09.399Z,KXWHVISIT-25-DW,Other,yes,0.1400,1,0.8500,1,7.070739811912224,"Pure value: 7.1pp edge, 45% confidence"
