rank,strategy,total_pnl_usd,win_rate_pct,sharpe_approx,max_dd_pct,trades,trades_per_hour,expectancy_per_trade_usd,synthetic_outcome_trades
1,Pure Value,-764.07,50.89,-0.9876,28.90,1906,1.28,-0.4009,0
