strategy,ts_iso,ticker,sport,side,entry,contracts,pnl_usd,won,edge_pp,reason
Pure Value,2025-10-17T15:51:10.515Z,KXBTCD-25OCT1712-T106499.99,Crypto,yes,0.1400,95,80.8900,1,7.917273718107504,"Pure value: 7.9pp edge, 44% confidence"
Pure Value,2025-10-02T17:19:21.062Z,KXBTCD-25OCT0214-T119999.99,Crypto,yes,0.1500,89,74.8500,1,6.030250158194472,"Pure value: 6.0pp edge, 50% confidence"
Pure Value,2025-10-03T14:42:20.266Z,KXBTCD-25OCT0311-T120999.99,Crypto,yes,0.1500,89,74.8500,1,6.121334510150045,"Pure value: 6.1pp edge, 54% confidence"
Pure Value,2025-10-06T21:36:46.119Z,KXBTCD-25OCT0618-T124999.99,Crypto,yes,0.1500,89,74.8500,1,6.950341926729986,"Pure value: 7.0pp edge, 55% confidence"
Pure Value,2025-10-09T22:58:34.550Z,KXBTCD-25OCT0919-T121749.99,Crypto,yes,0.1500,89,74.8500,1,6.478772166105498,"Pure value: 6.5pp edge, 41% confidence"
Pure Value,2025-10-18T02:05:05.193Z,KXBTCD-25OCT1723-T106999.99,Crypto,no,0.1500,89,74.8500,1,6.288943488943488,"Pure value: 6.3pp edge, 47% confidence"
Pure Value,2025-10-04T13:57:32.360Z,KXBTCD-25OCT0417-T121999.99,Crypto,no,0.1600,83,68.9300,1,6.695932116663816,"Pure value: 6.7pp edge, 51% confidence"
Pure Value,2025-10-04T14:31:45.132Z,KXBTCD-25OCT0417-T121999.99,Crypto,no,0.1600,83,68.9300,1,6.274181818181823,"Pure value: 6.3pp edge, 42% confidence"
Pure Value,2025-10-04T19:51:42.022Z,KXBTCD-25OCT0416-T121999.99,Crypto,yes,0.1600,83,68.9300,1,7.123272727272728,"Pure value: 7.1pp edge, 46% confidence"
Pure Value,2025-10-12T21:53:06.402Z,KXBTCD-25OCT1218-T114749.99,Crypto,yes,0.1600,83,68.9300,1,7.468871508379888,"Pure value: 7.5pp edge, 45% confidence"
Pure Value,2025-10-20T02:20:20.628Z,KXBTCD-25OCT1923-T108749.99,Crypto,yes,0.1600,83,68.9300,1,6.087585692995526,"Pure value: 6.1pp edge, 44% confidence"
Pure Value,2025-10-03T07:43:20.380Z,KXBTCD-25OCT0317-T121499.99,Crypto,yes,0.1700,78,63.9600,1,6.096588271796461,"Pure value: 6.1pp edge, 47% confidence"
Pure Value,2025-10-04T15:58:29.389Z,KXBTCD-25OCT0412-T122749.99,Crypto,no,0.1700,78,63.9600,1,11.533090909090904,"Pure value: 11.5pp edge, 59% confidence"
Pure Value,2025-10-05T00:26:21.725Z,KXBTCD-25OCT0421-T122499.99,Crypto,no,0.1700,78,63.9600,1,7.891080213903734,"Pure value: 7.9pp edge, 55% confidence"
Pure Value,2025-10-05T16:18:46.827Z,KXBTCD-25OCT0513-T123249.99,Crypto,yes,0.1700,78,63.9600,1,6.180634768740031,"Pure value: 6.2pp edge, 54% confidence"
Pure Value,2025-10-06T16:02:23.457Z,KXBTCD-25OCT0613-T125499.99,Crypto,yes,0.1700,78,63.9600,1,6.287419913419912,"Pure value: 6.3pp edge, 55% confidence"
Pure Value,2025-10-07T12:56:38.873Z,KXBTCD-25OCT0717-T123749.99,Crypto,no,0.1700,78,63.9600,1,8.424994113799865,"Pure value: 8.4pp edge, 52% confidence"
Pure Value,2025-10-10T22:48:38.570Z,KXBTCD-25OCT1019-T114249.99,Crypto,no,0.1700,78,63.9600,1,7.033034965034957,"Pure value: 7.0pp edge, 48% confidence"
Pure Value,2025-10-13T01:15:39.861Z,KXBTCD-25OCT1222-T115749.99,Crypto,yes,0.1700,78,63.9600,1,6.998257742257744,"Pure value: 7.0pp edge, 46% confidence"
Pure Value,2025-10-13T13:14:20.930Z,KXBTCD-25OCT1310-T114999.99,Crypto,yes,0.1700,78,63.9600,1,6.340186939820744,"Pure value: 6.3pp edge, 44% confidence"
Pure Value,2025-10-13T15:45:35.155Z,KXBTCD-25OCT1317-T115749.99,Crypto,yes,0.1700,78,63.9600,1,7.102650040225261,"Pure value: 7.1pp edge, 45% confidence"
Pure Value,2025-10-13T20:51:28.799Z,KXBTCD-25OCT1317-T115749.99,Crypto,yes,0.1700,78,63.9600,1,6.025926309942603,"Pure value: 6.0pp edge, 51% confidence"
Pure Value,2025-10-18T06:28:48.704Z,KXBTCD-25OCT1817-T108749.99,Crypto,no,0.1700,78,63.9600,1,15.447278592375369,"Pure value: 15.4pp edge, 58% confidence"
Pure Value,2025-10-01T17:57:30.414Z,KXBTCD-25OCT0117-T117499.99,Crypto,yes,0.1800,74,59.9100,1,6.275633281972265,"Pure value: 6.3pp edge, 51% confidence"
Pure Value,2025-10-03T04:07:29.721Z,KXBTCD-25OCT0317-T120999.99,Crypto,yes,0.1800,74,59.9100,1,11.669690235690231,"Pure value: 11.7pp edge, 60% confidence"
Pure Value,2025-10-13T13:42:21.700Z,KXBTCD-25OCT1310-T115249.99,Crypto,yes,0.1800,74,59.9100,1,6.172789737869494,"Pure value: 6.2pp edge, 44% confidence"
Pure Value,2025-10-14T12:53:20.782Z,KXBTCD-25OCT1409-T110999.99,Crypto,no,0.1800,74,59.9100,1,7.587103880400137,"Pure value: 7.6pp edge, 45% confidence"
Pure Value,2025-10-14T15:14:47.186Z,KXBTCD-25OCT1412-T111749.99,Crypto,yes,0.1800,74,59.9100,1,6.167405162738496,"Pure value: 6.2pp edge, 42% confidence"
Pure Value,2025-10-16T03:21:57.380Z,KXBTCD-25OCT1600-T111499.99,Crypto,no,0.1800,74,59.9100,1,7.141702655553406,"Pure value: 7.1pp edge, 51% confidence"
Pure Value,2025-10-16T18:17:10.277Z,KXBTCD-25OCT1615-T108499.99,Crypto,yes,0.1800,74,59.9100,1,6.632259740259741,"Pure value: 6.6pp edge, 47% confidence"
Pure Value,2025-10-17T02:06:53.824Z,KXBTCD-25OCT1623-T108999.99,Crypto,yes,0.1800,74,59.9100,1,7.422428534638162,"Pure value: 7.4pp edge, 46% confidence"
Pure Value,2025-10-05T22:45:09.472Z,KXBTCD-25OCT0519-T123249.99,Crypto,yes,0.1900,70,55.9400,1,7.616617461746178,"Pure value: 7.6pp edge, 49% confidence"
Pure Value,2025-10-08T01:16:31.578Z,KXBTCD-25OCT0722-T121999.99,Crypto,yes,0.1900,70,55.9400,1,7.383152368758006,"Pure value: 7.4pp edge, 46% confidence"
